id,x1,x2
12,2.543,2.577
12,2.670,2.818
13,-2.208,-1.829
13,-2.239,-0.110
13,-0.400,-1.971
13,-2.740,-2.038
13,-1.980,-1.467
13,-1.381,-1.377
13,-1.516,-2.561
13,-0.282,0.143
13,-3.310,-0.788
13,-1.610,-1.398
13,-1.436,0.834
13,-2.449,-3.076
13,-0.478,-0.332
13,-0.999,0.314
13,-1.689,0.058
13,-2.875,-1.671
13,-0.546,-0.825
13,-0.692,0.347
13,-3.166,-1.171
13,-3.416,-0.853
13,-1.125,-1.402
13,-1.617,-0.395
13,-1.298,-0.733
13,-3.668,-0.035
13,-4.261,-0.224
13,-0.871,-0.117
13,-2.493,-0.324
13,-2.493,-1.280
13,-2.311,-0.304
13,-2.426,0.208
13,-2.726,-1.133
13,-1.599,-3.295
13,-1.839,-2.929
13,0.085,-1.013
13,-1.367,-0.744
13,-2.093,-1.071
13,-0.668,-0.851
13,-1.609,-0.794
13,0.271,-2.236
13,-3.225,-1.684
13,-1.962,-2.406
13,-1.311,-1.315
13,-2.328,-0.549
13,-2.333,-1.815
13,-0.735,-2.129
13,-3.391,-1.870
13,-1.479,-0.678
13,-2.387,-0.018
13,-2.426,-1.189
13,-3.951,-1.363
14,-1.040,-3.327
14,-2.576,-1.277
14,-2.542,-5.313
14,-3.999,-1.626
14,-1.638,-3.173
14,-2.542,-3.060
14,-1.807,-3.829
14,-1.798,-2.116
14,-1.520,-2.176
14,-1.937,-2.598
14,-1.252,-1.060
14,-2.077,-1.583
14,-3.310,-3.497
14,-2.834,-4.836
14,-3.398,-1.317
14,-1.191,-1.770
14,-0.120,-2.053
14,-2.108,-3.565
14,-0.585,-3.502
14,-2.448,-1.534
14,-1.316,-2.521
14,-1.776,-0.823
14,-1.949,-3.889
14,-4.197,-4.968
14,-4.243,-3.771
14,-1.651,-2.317
14,-1.261,-3.805
14,-0.518,-1.506
14,-2.261,-3.448
14,-3.162,-3.642
14,-4.048,-3.021
14,-4.015,-2.459
14,-1.128,-3.643
14,-1.892,-3.509
14,-2.882,-3.609
14,-1.816,-1.662
14,-2.593,-4.179
14,-3.822,-0.498
14,-2.343,-3.816
14,-1.430,-2.038
14,-3.267,-3.242
14,-2.522,-3.952
14,-2.293,-1.983
14,-2.543,-1.741
14,-1.867,-3.950
14,-2.036,-3.024
14,-0.894,-2.675
14,-2.889,-2.477
14,-4.466,-2.620
14,-2.925,-2.811
15,1.684,-0.347
15,2.298,-1.349
15,2.090,-0.638
15,0.466,0.910
15,2.052,0.331
15,-0.604,-0.291
15,1.133,-0.619
15,0.214,0.968
15,1.608,-1.217
15,-0.225,0.990
15,2.029,0.469
15,0.190,-0.283
15,-0.314,-0.511
15,1.584,-0.490
15,0.069,0.227
15,0.819,-0.370
15,1.123,0.291
15,-0.344,0.149
15,2.270,-0.191
15,-0.915,-0.013
15,1.206,0.350
15,0.980,-0.261
15,1.483,0.078
15,2.202,-0.657
15,-0.279,1.563
15,0.293,0.724
15,1.348,0.505
15,0.316,0.324
15,1.681,0.495
15,2.194,-0.494
15,0.265,0.462
15,2.680,-0.019
15,2.190,1.694
15,0.971,0.361
15,0.703,-0.746
15,2.063,0.296
15,0.210,-0.165
15,1.192,-0.298
15,0.068,-1.129
15,1.193,0.755
15,2.741,-1.337
15,0.785,0.230
15,0.898,-0.011
15,-1.147,0.592
15,1.513,1.991
15,2.090,0.484
15,-1.157,-0.376
15,0.560,-0.481
15,0.251,-0.378
15,0.628,-0.096
