id,x1,x2
4,-3.255,3.236
4,-2.558,1.709
4,-0.935,4.876
4,-3.677,2.116
4,-4.316,2.031
4,-1.795,2.312
4,-3.417,2.185
4,-2.648,2.031
4,-2.444,3.044
4,-2.691,1.838
4,-2.467,4.104
4,-2.201,3.368
4,-1.984,1.963
4,-4.157,1.474
4,-3.293,2.223
4,-2.096,2.355
4,-2.768,2.989
4,-1.970,1.446
4,-3.129,3.337
4,-4.296,1.331
5,-0.396,-1.096
5,2.977,1.537
5,1.698,0.678
5,2.347,2.558
5,3.365,1.803
5,2.444,1.100
5,2.772,1.502
5,0.755,0.119
5,1.513,0.398
5,1.725,0.991
5,2.134,0.638
5,0.867,1.457
5,0.764,1.692
5,2.039,0.900
5,0.652,1.504
5,1.217,-0.257
5,2.979,3.097
5,1.500,0.634
5,1.519,0.610
5,2.101,1.760
5,2.690,0.694
5,1.438,1.262
5,2.181,1.072
5,1.015,1.408
5,0.965,1.127
5,1.280,2.691
5,0.174,1.427
5,0.215,0.698
5,1.065,-0.043
5,1.961,1.199
5,1.715,0.745
5,1.824,2.669
5,3.876,1.817
5,0.016,0.536
5,1.302,1.576
5,1.427,0.712
5,0.365,0.179
5,3.424,1.341
5,0.814,1.588
5,0.899,-0.222
5,-0.140,0.277
5,1.082,0.468
5,-0.427,-0.235
5,0.938,0.707
5,2.074,0.787
5,0.651,0.311
5,0.917,-0.105
5,2.103,0.402
5,0.442,0.585
5,1.881,2.253
6,0.879,3.184
6,1.458,4.775
6,1.744,4.148
6,2.649,4.681
6,3.127,4.168
6,3.120,4.664
6,2.248,4.465
6,2.992,3.498
6,1.966,6.437
6,2.835,4.221
6,0.836,3.925
6,2.061,4.520
6,1.097,4.056
6,1.566,4.596
6,-0.105,3.727
6,1.656,3.083
6,0.137,2.886
6,1.257,3.986
6,2.675,5.346
6,2.801,6.331
6,1.573,3.339
6,0.973,3.244
6,2.060,3.845
6,1.762,2.259
6,3.333,4.758
6,1.016,2.849
6,0.893,2.177
6,3.316,4.363
6,2.215,4.252
6,3.205,4.834
6,4.656,5.405
6,1.292,2.868
6,2.899,5.011
6,3.750,4.686
6,2.844,5.402
6,0.712,2.656
6,1.847,4.410
6,0.975,3.481
6,4.271,5.089
6,0.156,3.488
6,2.295,5.817
6,2.853,5.222
6,3.326,4.953
6,0.999,3.610
6,2.980,4.901
6,2.278,2.404
6,2.973,3.115
6,1.844,2.951
6,3.498,4.739
6,2.082,3.682
7,-0.586,-1.306
7,1.982,0.500
7,2.362,0.674
7,0.190,-0.084
7,1.782,0.976
7,0.250,2.366
7,0.822,-0.296
7,-0.967,-1.137
7,1.798,0.400
7,1.694,0.247
7,2.566,1.379
7,0.536,0.067
7,1.589,-0.490
7,1.140,-0.628
7,1.046,0.249
7,0.974,0.942
7,0.419,1.693
7,0.653,1.867
7,1.097,0.987
7,0.348,0.862
7,1.993,1.757
7,2.696,1.195
7,1.028,1.958
7,1.473,0.463
7,1.978,1.701
7,0.899,0.184
7,1.229,-0.425
7,0.416,-0.273
7,1.869,2.912
7,1.758,0.308
7,0.895,-2.041
7,1.877,1.142
7,0.461,0.363
7,2.347,-0.281
7,2.463,1.691
7,1.739,0.768
7,1.173,0.607
7,0.945,1.740
7,1.379,-0.038
7,1.093,1.001
7,1.451,1.566
7,2.786,0.996
7,1.505,1.870
7,0.595,-0.095
7,2.302,-0.465
7,1.153,2.451
7,1.464,2.421
7,-0.474,-1.106
7,2.592,3.284
7,2.024,1.174
8,-3.570,2.570
8,0.150,4.332
8,-1.068,3.319
8,0.110,3.429
8,-0.307,4.569
8,-0.724,4.671
8,-0.767,3.529
8,-0.195,4.581
8,-2.286,2.849
8,-1.679,4.446
8,0.068,4.214
8,-0.068,5.083
8,0.137,3.664
8,0.868,3.233
8,1.645,5.691
8,0.888,4.256
8,-1.713,3.489
8,-0.075,4.644
8,-0.682,4.176
8,-0.810,3.571
8,0.257,5.142
8,-0.090,2.815
8,0.278,4.637
8,-2.558,1.665
8,-0.502,2.766
8,-1.693,3.529
8,-1.631,2.782
8,-1.539,3.142
8,-0.279,4.803
8,-0.422,2.794
8,-0.910,4.638
8,-0.430,3.670
8,-0.315,2.938
8,-0.549,3.905
8,-0.369,4.023
8,-0.036,4.369
8,-2.995,1.973
8,-0.537,3.326
8,-0.735,3.660
8,-0.756,3.175
8,0.032,3.435
8,-1.161,4.037
8,-1.313,2.350
8,-0.467,4.763
8,-0.915,4.655
8,0.511,4.682
8,-0.744,3.231
8,0.092,3.079
8,-0.473,2.365
8,-1.325,4.098
9,-0.348,-1.206
9,-1.177,-3.189
9,-0.001,-0.774
9,0.995,-0.358
9,1.377,-0.958
9,0.375,-1.875
9,-0.084,-0.963
9,-0.061,-0.811
9,0.952,0.295
9,0.137,-1.169
9,-0.485,-1.034
9,0.576,-1.109
9,-0.592,-1.002
9,-1.376,-1.337
9,1.898,0.766
9,0.376,-1.414
9,-0.460,-1.893
9,1.144,-2.083
9,-0.142,0.366
9,1.102,-2.000
9,2.064,-0.203
9,-0.748,-0.862
9,1.691,0.372
9,1.862,1.518
9,0.838,-1.888
9,-0.096,-2.701
9,-0.737,-2.607
9,-0.337,-1.922
9,-1.344,-1.238
9,-1.017,-2.018
9,-0.387,0.103
9,1.160,-0.527
9,1.297,0.081
9,0.131,-1.354
9,0.832,-2.803
9,-0.547,-2.027
9,1.299,-0.885
9,-0.979,-1.007
9,0.372,-1.759
9,1.597,-0.888
9,0.241,-1.618
9,0.647,-0.492
9,0.827,-1.136
9,0.707,-1.783
9,2.263,0.008
9,0.185,-2.281
9,0.754,-0.318
9,2.407,1.077
9,-1.944,-4.528
9,0.891,-0.053
10,-3.823,1.570
10,-4.243,-0.064
10,-5.460,0.229
10,-4.374,0.216
10,-4.064,1.031
10,-3.973,1.221
10,-3.520,2.783
10,-7.057,-0.421
10,-6.280,-0.719
10,-4.141,1.400
10,-3.843,1.265
10,-5.214,0.464
10,-2.690,1.089
10,-2.803,0.181
10,-3.777,0.885
10,-3.171,1.121
10,-6.335,2.022
10,-1.937,1.296
10,-4.224,0.298
10,-2.156,1.550
10,-2.597,-0.531
10,-4.551,1.246
10,-3.427,0.055
10,-3.441,-0.363
10,-4.576,0.400
10,-3.572,-1.415
10,-4.012,-0.680
10,-5.249,-0.228
10,-4.256,1.471
10,-3.219,0.392
10,-3.560,0.529
10,-4.141,0.080
10,-3.469,0.818
10,-4.889,1.215
10,-4.316,0.559
10,-3.805,1.163
10,-3.042,0.562
10,-4.465,1.633
10,-1.884,1.211
10,-4.498,2.263
10,-5.379,-0.513
10,-4.585,0.887
10,-3.988,0.301
10,-4.105,2.799
10,-2.749,0.783
10,-4.342,1.468
10,-4.392,1.740
10,-2.617,2.021
10,-2.918,1.912
10,-5.470,0.041
11,2.827,2.697
11,1.849,3.911
11,3.107,0.969
11,3.655,2.930
11,2.069,2.724
11,2.593,2.718
11,2.670,2.611
11,1.735,3.830
11,3.294,3.319
11,1.683,3.661
11,0.773,2.744
11,1.951,2.018
11,1.080,2.850
11,2.190,2.855
11,2.699,3.753
11,1.311,1.262
11,1.122,2.459
11,1.165,2.493
11,1.408,3.299
11,2.593,0.437
11,3.048,2.159
11,0.210,1.793
11,0.964,0.980
11,1.413,2.570
11,2.075,2.616
11,1.003,2.461
11,1.670,2.921
11,1.144,0.825
11,2.802,2.090
11,1.819,2.129
11,1.489,1.180
11,1.146,3.069
11,2.657,2.357
11,2.832,3.094
11,0.357,2.132
11,1.839,1.580
11,2.770,2.330
11,1.598,2.723
11,2.237,2.480
11,2.247,2.694
11,0.963,2.977
11,1.145,2.125
11,3.153,3.152
11,2.314,1.382
11,2.748,3.326
11,0.691,1.502
11,3.365,1.427
11,3.069,3.791
11,1.352,1.390
11,2.345,1.236
12,1.353,0.418
12,0.345,-3.499
12,1.228,-2.550
12,3.137,-1.922
12,-0.270,-2.268
12,2.837,-0.905
12,3.106,-0.353
12,1.650,-1.063
12,3.183,-3.189
12,0.076,-1.746
12,2.114,-1.747
12,2.801,-2.117
12,-0.396,-2.125
12,2.008,-1.440
12,3.068,-0.543
12,1.067,-1.927
12,2.710,-0.365
12,2.073,-0.193
12,0.819,-3.466
12,3.419,-1.012
12,1.013,-2.272
12,2.522,-2.627
12,3.688,-1.582
12,-0.129,-3.614
12,1.933,-1.485
12,2.611,-1.525
12,2.157,-1.799
12,1.418,-2.720
12,2.894,-2.889
12,2.469,-0.370
12,3.995,-0.451
12,1.337,-0.893
12,1.155,-2.088
12,2.972,-0.897
12,2.025,-1.472
12,2.297,-1.206
12,0.443,-2.014
12,1.951,-0.081
12,1.331,-2.420
12,2.226,-1.977
12,3.419,0.558
12,0.974,-0.653
12,1.619,-1.428
12,1.381,-2.858
12,1.447,-0.682
12,0.499,-2.823
12,1.354,-0.414
12,2.815,-1.598
12,2.611,-2.480
12,4.207,0.032
13,-0.671,0.799
13,-1.704,0.179
13,-1.033,0.298
13,-1.684,1.156
13,-2.530,-0.123
13,-2.781,-0.580
13,-0.598,0.023
13,-1.081,-0.666
13,-2.785,-2.047
13,-1.216,-1.060
13,-3.838,-1.637
13,-0.142,0.407
13,-0.399,1.298
13,0.122,1.629
13,-0.710,-0.374
13,-1.354,-0.275
13,-2.219,0.274
13,-1.618,-0.348
13,-1.543,-0.789
13,-1.917,-1.414
13,-0.199,-1.107
13,-0.860,1.700
13,-1.853,0.384
13,-1.237,-1.152
13,-2.389,-0.764
13,-0.809,-0.610
13,-0.865,0.395
13,-1.919,-1.820
13,-3.619,-0.716
13,-1.240,-0.046
13,-0.922,0.173
13,0.171,0.455
13,-2.146,-0.775
13,-0.007,0.896
13,0.615,0.860
13,-1.528,0.417
13,-2.374,0.371
13,-1.050,-2.014
13,-2.318,-1.379
13,-2.820,-1.195
13,-2.714,-1.403
13,0.031,0.686
13,-1.832,-0.277
13,-1.128,-1.092
13,-3.088,-0.073
13,-0.008,1.429
13,-3.151,-2.378
13,-0.382,1.751
13,-1.595,0.460
13,-0.506,0.608
14,-1.228,-0.463
14,-1.740,-1.751
14,-2.006,-1.580
14,0.940,1.410
14,-0.116,0.271
14,-2.341,0.998
14,-1.194,-1.129
14,-1.197,-0.724
14,-0.712,-1.531
14,-2.830,-1.206
14,-0.336,-0.414
14,-2.342,-1.835
14,-3.080,-1.597
14,-1.746,-0.520
14,-2.607,-3.421
14,0.557,-0.451
14,-1.347,-0.773
14,-1.884,-1.574
14,-1.162,-0.917
14,-1.976,-2.196
14,-1.153,-0.678
14,-0.547,-1.694
14,-1.488,-2.767
14,1.426,0.625
14,-1.970,-1.132
14,0.545,-1.229
14,-1.800,-1.502
14,-2.219,-1.726
14,-1.777,-1.365
14,-1.571,-1.226
14,-0.254,-1.414
14,0.865,0.016
14,-1.255,0.678
14,-1.686,-0.771
14,-2.459,-1.266
14,-0.392,0.579
14,-0.737,-0.303
14,-0.329,0.704
14,0.800,-0.922
14,-1.112,-0.025
14,-0.426,-1.120
14,-3.120,-0.551
14,-0.106,-0.614
14,-2.814,-1.678
14,-1.963,0.654
14,-2.775,-1.749
14,-1.061,-0.363
14,-0.498,0.329
14,-1.499,-2.458
14,-3.476,-2.160
15,0.530,0.120
15,2.589,0.660
15,1.444,0.555
15,1.095,-0.114
15,2.831,0.942
15,0.164,-0.921
15,1.171,0.934
15,1.198,0.444
15,2.898,0.579
15,0.753,-0.583
15,0.476,-0.049
15,2.119,2.026
15,0.488,1.656
15,1.965,1.778
15,0.902,1.252
15,0.698,-0.960
15,1.219,-0.385
15,1.728,1.112
15,1.252,0.223
15,1.225,-0.782
15,2.225,0.888
15,0.420,1.275
15,3.288,1.456
15,1.603,-0.879
15,1.311,0.715
15,2.232,1.192
15,2.008,-0.940
15,2.212,-0.250
15,0.838,-0.072
15,1.903,0.873
15,2.915,0.687
15,1.852,0.519
15,2.564,-0.341
15,0.988,-1.700
15,2.699,0.690
15,2.126,-0.511
15,2.502,0.368
15,1.519,-0.156
15,2.640,1.178
15,0.277,-0.592
15,1.551,0.556
15,3.020,1.063
15,0.517,-1.363
15,1.442,-1.244
15,2.002,0.457
15,2.207,0.424
15,1.893,0.790
15,1.579,-0.040
15,2.441,0.421
15,2.967,0.776
